Instance,Income
120389,14875.356
120390,6875.886
120391,117173.11
120392,150721.02
120393,39859.547
120394,47554.258
120395,30489.7
120396,288417.66
120397,31809.887
120398,36210.914
120399,318509.88
120400,121010.23
120401,30167.691
120402,25241.38
120403,608725.0
120404,111672.96
120405,76424.68
120406,24514.236
120407,30198.658
120408,371124.03
120409,31593.367
120410,126439.36
120411,369698.78
120412,112892.164
120413,346883.66
120414,113484.016
120415,22615.848
120416,40494.92
120417,191108.22
120418,22192.943
120419,28617.377
120420,49652.703
120421,59132.55
120422,72156.89
120423,40100.547
120424,110240.34
120425,24644.12
120426,8634.603
120427,21747.623
120428,65815.92
120429,90723.61
120430,123704.38
120431,109559.51
120432,41319.855
120433,82781.75
120434,37538.844
120435,184998.89
120436,222924.23
120437,93671.33
120438,108101.21
120439,34818.957
120440,40300.555
120441,24463.855
120442,32043.389
120443,10202.584
120444,116805.26
120445,60519.207
120446,5169.789
120447,30649.37
120448,42538.586
120449,196426.58
120450,17745.236
120451,156719.23
120452,36981.01
120453,53600.508
120454,21571.604
120455,34555.133
120456,36061.69
120457,101842.16
120458,8086.517
120459,321188.78
120460,14486.7705
120461,61746.914
120462,71618.29
120463,166347.02
120464,28537.758
120465,43280.27
120466,29388.23
120467,16152.914
120468,80897.72
120469,41317.84
120470,74843.664
120471,155611.6
120472,556100.75
120473,64990.09
120474,88025.49
120475,53797.273
120476,58723.93
120477,65582.68
120478,51040.62
120479,37807.363
120480,32952.3
120481,5692.1826
120482,30068.559
120483,230673.84
120484,29961.229
120485,304660.5
120486,41183.62
120487,27719.502
120488,13647.798
120489,31998.469
120490,108368.625
120491,85503.984
120492,81476.43
120493,21858.086
120494,13320.752
120495,48911.934
120496,45628.082
120497,23143.01
120498,249912.47
120499,110972.18
120500,21739.578
120501,27948.61
120502,113335.2
120503,51842.0
120504,263667.0
120505,13159.665
120506,117183.89
120507,36962.05
120508,116526.914
120509,45032.277
120510,54975.586
120511,69762.305
120512,16308.651
120513,148443.22
120514,108841.67
120515,115926.5
120516,79855.99
120517,13308.759
120518,141163.36
120519,93696.945
120520,37957.223
120521,746395.44
120522,38272.293
120523,46140.535
120524,68535.37
120525,65272.12
120526,112171.055
120527,58817.61
120528,330154.72
120529,187505.69
120530,34027.773
120531,7465.221
120532,295946.25
120533,65655.51
120534,51708.227
120535,359409.7
120536,7568.6577
120537,365119.0
120538,54408.633
120539,124017.87
120540,129773.664
120541,156190.25
120542,49284.746
120543,82792.26
120544,56321.06
120545,28884.285
120546,87594.516
120547,135584.73
120548,8640.609
120549,580517.75
120550,33216.08
120551,74139.78
120552,3862.8696
120553,35182.605
120554,202080.75
120555,210222.02
120556,82106.375
120557,369497.72
120558,174604.31
120559,106295.9
120560,368788.66
120561,22498.002
120562,27322.047
120563,284162.62
120564,8363.018
120565,110985.54
120566,282771.6
120567,29791.947
120568,37159.582
120569,33311.875
120570,35672.137
120571,207004.86
120572,31943.92
120573,39487.348
120574,57769.062
120575,199790.45
120576,55143.074
120577,4346.584
120578,33084.688
120579,36465.523
120580,41813.36
120581,52363.84
120582,37790.062
120583,18625.139
120584,59247.08
120585,69356.91
120586,27377.39
120587,102120.086
120588,370417.4
120589,68924.945
120590,20931.86
120591,79098.27
120592,32480.486
120593,15364.364
120594,42855.355
120595,150907.61
120596,52559.137
120597,13463.94
120598,45729.484
120599,13309.902
120600,22553.38
120601,39465.95
120602,20516.904
120603,96478.73
120604,18075.738
120605,284587.22
120606,701451.7
120607,97203.375
120608,55937.188
120609,205422.42
120610,39171.33
120611,62192.105
120612,709335.25
120613,66305.8
120614,33534.066
120615,80423.25
120616,71900.484
120617,302236.47
120618,20263.828
120619,97605.12
120620,41427.707
120621,-862.3014
120622,17622.332
120623,297383.34
120624,60110.91
120625,30614.73
120626,39255.105
120627,58531.066
120628,79921.94
120629,314631.97
120630,39211.773
120631,52383.707
120632,2235.6116
120633,939040.7
120634,39154.44
120635,197695.36
120636,62232.91
120637,239354.17
120638,220944.45
120639,75938.47
120640,210416.05
120641,32100.762
120642,22177.78
120643,168455.81
120644,21719.154
120645,12404.76
120646,48984.53
120647,89821.93
120648,186464.72
120649,100754.164
120650,80491.09
120651,63759.344
120652,49386.58
120653,36029.46
120654,106005.26
120655,112596.28
120656,17577.041
120657,50378.434
120658,389877.4
120659,332103.5
120660,67402.27
120661,112940.24
120662,48959.23
120663,235722.72
120664,71782.82
120665,85078.234
120666,65171.62
120667,103378.57
120668,56594.246
120669,129043.914
120670,55823.27
120671,76152.08
120672,243369.12
120673,70661.41
120674,57582.434
120675,30502.67
120676,78744.21
120677,116735.87
120678,88868.19
120679,56897.117
120680,159137.06
120681,49338.867
120682,22974.734
120683,265910.34
120684,172297.4
120685,43343.254
120686,25805.004
120687,41222.812
120688,230411.2
120689,111811.25
120690,57694.67
120691,40717.348
120692,17247.89
120693,12544.498
120694,21080.998
120695,100902.3
120696,84580.35
120697,42968.113
120698,25090.238
120699,149832.77
120700,46256.67
120701,16084.386
120702,59743.086
120703,103259.43
120704,8939.535
120705,13143.553
120706,33162.215
120707,187448.03
120708,42637.105
120709,325891.72
120710,181797.45
120711,39133.023
120712,30868.928
120713,24562.531
120714,30464.84
120715,28062.643
120716,45163.305
120717,30721.287
120718,171730.36
120719,108200.445
120720,14653.825
120721,46073.42
120722,25562.678
120723,309063.28
120724,143727.3
120725,136936.19
120726,59377.152
120727,9559.089
120728,75073.41
120729,2717.3152
120730,110438.09
120731,88593.14
120732,234515.42
120733,91503.79
120734,225808.95
120735,27031.918
120736,80345.07
120737,22073.217
120738,34552.195
120739,275466.3
120740,39729.508
120741,79406.734
120742,58307.3
120743,23564.115
120744,273010.5
120745,43518.34
120746,76860.64
120747,48856.848
120748,8334.555
120749,81514.33
120750,173267.11
120751,655714.2
120752,167817.88
120753,240886.06
120754,28822.963
120755,16729.959
120756,184352.72
120757,13092.083
120758,16703.682
120759,99471.16
120760,83452.68
120761,102150.945
120762,187224.0
120763,7915.4053
120764,148123.44
120765,197467.92
120766,23508.201
120767,289300.7
120768,28295.473
120769,123794.34
120770,351590.6
120771,40738.72
120772,84353.46
120773,53574.062
120774,28242.43
120775,17292.766
120776,65198.453
120777,40093.586
120778,463935.75
120779,25327.977
120780,33846.16
120781,49197.527
120782,96502.28
120783,37756.062
120784,55352.81
120785,39532.855
120786,65224.965
120787,10599.5205
120788,59895.777
120789,59481.92
120790,31742.303
120791,46492.445
120792,39305.78
120793,102302.86
120794,76172.58
120795,97264.04
120796,15371.789
120797,21317.33
120798,21102.389
120799,42938.8
120800,73359.64
120801,39717.668
120802,77953.445
120803,51262.12
120804,15857.376
120805,45443.934
120806,58286.633
120807,29022.1
120808,84796.91
120809,113562.57
120810,30868.992
120811,105701.95
120812,29110.205
120813,14765.79
120814,106096.266
120815,242005.9
120816,89555.23
120817,64955.465
120818,112373.79
120819,262446.2
120820,23150.59
120821,19914.156
120822,30088.877
120823,348931.56
120824,71357.695
120825,11016.688
120826,122690.09
120827,143992.47
120828,63757.1
120829,16269.715
120830,179193.77
120831,601415.9
120832,210880.9
120833,69278.016
120834,286840.9
120835,3580.237
120836,45177.805
120837,75689.83
120838,23570.959
120839,75771.93
120840,26361.428
120841,209914.6
120842,48000.51
120843,85902.9
120844,375398.34
120845,24309.35
120846,58727.24
120847,339177.94
120848,121393.02
120849,55037.68
120850,696754.44
120851,11270.243
120852,34814.76
120853,54542.246
120854,26785.848
120855,36563.41
120856,3334.095
120857,168671.4
120858,241963.78
120859,54623.082
120860,74787.875
120861,83124.984
120862,247805.95
120863,33069.39
120864,26894.25
120865,6544.127
120866,274343.62
120867,26073.92
120868,32151.684
120869,57419.676
120870,52834.35
120871,6344.7676
120872,104799.03
120873,40506.387
120874,71749.7
120875,48653.695
120876,93102.63
120877,18187.088
120878,150993.2
120879,120236.21
120880,47822.316
120881,35810.105
120882,29253.322
120883,16233.326
120884,125731.96
120885,56718.875
120886,2093.3738
120887,425733.34
120888,92393.37
120889,532367.94
120890,186435.84
120891,66418.664
120892,47953.074
120893,26383.365
120894,135497.2
120895,350998.22
120896,92473.914
120897,76495.66
120898,107070.664
120899,440894.62
120900,105244.01
120901,17411.41
120902,45069.07
120903,129850.09
120904,42640.68
120905,435322.2
120906,97883.19
120907,49849.234
120908,204697.14
120909,499653.2
120910,60575.496
120911,60590.805
120912,37423.508
120913,48284.656
120914,19868.469
120915,338245.56
120916,177079.0
120917,54284.023
120918,30849.887
120919,14742.26
120920,52762.105
120921,27515.191
120922,15017.003
120923,17631.44
120924,158938.4
120925,178803.5
120926,306182.34
120927,296180.78
120928,113893.79
120929,50067.293
120930,4726.509
120931,13105.08
120932,39716.984
120933,273727.44
120934,158662.98
120935,134092.75
120936,69869.03
120937,7972.5054
120938,58110.285
120939,16731.172
120940,43159.996
120941,63810.875
120942,20488.281
120943,110030.3
120944,129687.46
120945,175758.38
120946,11665.967
120947,9798.098
120948,116910.26
120949,55754.99
120950,161375.11
120951,194908.86
120952,334742.5
120953,21557.521
120954,37256.41
120955,29262.186
120956,284741.4
120957,35631.367
120958,229782.39
120959,172332.23
120960,31280.445
120961,63177.6
120962,154200.3
120963,405071.84
120964,25773.748
120965,84166.99
120966,34782.47
120967,23185.525
120968,24985.908
120969,77086.4
120970,44610.113
120971,32916.523
120972,96720.89
120973,42321.562
120974,80866.58
120975,411395.6
120976,196402.9
120977,269871.84
120978,66785.52
120979,228283.53
120980,44459.6
120981,71151.984
120982,48233.863
120983,29851.47
120984,58493.68
120985,40189.066
120986,159728.8
120987,44349.7
120988,6034.9277
120989,42060.527
120990,112287.734
120991,117442.84
120992,15560.217
120993,75901.484
120994,48339.42
120995,104193.42
120996,107838.914
120997,57089.96
120998,233289.06
120999,241065.39
121000,211310.61
121001,247324.0
121002,120614.23
121003,34188.457
121004,439063.75
121005,567998.56
121006,18955.703
121007,24048.236
121008,6895.089
121009,64891.15
121010,182287.19
121011,399472.2
121012,178655.58
121013,6145.607
121014,48198.82
121015,45262.58
121016,63442.133
121017,185330.86
121018,25086.965
121019,50861.477
121020,71015.586
121021,96760.01
121022,94508.29
121023,161391.12
121024,45476.543
121025,301826.94
121026,39472.285
121027,192957.88
121028,47749.04
121029,35996.688
121030,5565.413
121031,288377.12
121032,325312.12
121033,61532.03
121034,56619.35
121035,20799.617
121036,97901.75
121037,41906.8
121038,64285.426
121039,40108.883
121040,455430.53
121041,260747.8
121042,251129.67
121043,14084.818
121044,100303.84
121045,39222.938
121046,63030.477
121047,26414.902
121048,38802.973
121049,18201.303
121050,57992.824
121051,63010.45
121052,511531.28
121053,39806.49
121054,23012.28
121055,77017.67
121056,11955.595
121057,181315.3
121058,66999.26
121059,113142.69
121060,391359.1
121061,27064.5
121062,19371.049
121063,29642.21
121064,15129.18
121065,87320.81
121066,29986.014
121067,108888.84
121068,60397.113
121069,25437.857
121070,9979.081
121071,3930.861
121072,171613.53
121073,33139.85
121074,29001.146
121075,145808.84
121076,288704.62
121077,31346.588
121078,71424.914
121079,69480.945
121080,204584.3
121081,39549.402
121082,62302.883
121083,38117.387
121084,84427.0
121085,147391.89
121086,242221.44
121087,166849.88
121088,7106.8213
121089,230201.33
121090,137426.42
121091,31761.92
121092,153088.84
121093,54053.75
121094,7856.7666
121095,51111.496
121096,69146.65
121097,550291.9
121098,18294.066
121099,255560.62
121100,23074.53
121101,39975.74
121102,125590.086
121103,62557.79
121104,57784.406
121105,287279.94
121106,20502.275
121107,6750.8535
121108,20126.49
121109,110489.875
121110,89166.17
121111,248732.27
121112,8021.8345
121113,63893.59
121114,37761.625
121115,6432.6455
121116,82262.12
121117,405056.47
121118,34883.387
121119,42244.055
121120,55805.66
121121,237815.05
121122,39062.77
121123,59613.773
121124,18265.855
121125,74481.31
121126,16669.424
121127,29818.035
121128,147315.17
121129,131818.7
121130,59959.094
121131,77745.22
121132,43655.543
121133,117877.1
121134,14526.892
121135,51875.594
121136,34154.13
121137,99607.04
121138,49771.098
121139,46294.883
121140,18212.064
121141,31718.533
121142,56362.44
121143,50986.312
121144,87396.57
121145,9135.222
121146,15593.201
121147,26681.533
121148,271577.7
121149,123705.875
121150,347810.34
121151,22383.207
121152,81291.83
121153,221055.45
121154,18669.863
121155,38291.355
121156,30470.67
121157,18280.312
121158,27727.027
121159,48929.06
121160,50138.992
121161,46232.754
121162,51762.53
121163,103896.695
121164,104142.58
121165,33440.395
121166,71822.99
121167,22620.5
121168,336374.5
121169,45909.023
121170,61330.94
121171,25881.102
121172,28397.531
121173,27700.395
121174,74429.21
121175,168980.97
121176,40032.543
121177,715595.1
121178,25574.414
121179,286552.75
121180,15943.999
121181,39470.08
121182,58359.824
121183,141650.64
121184,24706.777
121185,84923.83
121186,73213.59
121187,217450.34
121188,15436.944
121189,274829.34
121190,14000.778
121191,460092.9
121192,172932.55
121193,103002.14
121194,25159.885
121195,88668.79
121196,67451.47
121197,35465.312
121198,40662.418
121199,27111.71
121200,68405.54
121201,3521.0225
121202,17537.777
121203,30102.676
121204,21780.6
121205,46354.543
121206,109298.38
121207,13926.972
121208,38464.59
121209,114579.55
121210,1280.7734
121211,482465.22
121212,58450.13
121213,136147.81
121214,48640.207
121215,11483.335
121216,125756.69
121217,8184.18
121218,50235.105
121219,88953.38
121220,62416.28
121221,27673.525
121222,454250.94
121223,2226.9346
121224,156745.92
121225,328372.53
121226,27149.643
121227,25805.148
121228,56520.164
121229,9722.953
121230,107533.484
121231,31298.246
121232,172329.19
121233,10945.202
121234,45050.164
121235,240574.19
121236,80964.26
121237,90463.266
121238,151540.05
121239,4725.0024
121240,162514.28
121241,311014.22
121242,91754.76
121243,207534.47
121244,144916.73
121245,92433.37
121246,153115.28
121247,44885.105
121248,454724.6
121249,265281.0
121250,10897.065
121251,126098.36
121252,76986.84
121253,-307.49942
121254,147797.86
121255,9374.351
121256,23662.537
121257,75438.445
121258,23751.736
121259,216457.45
121260,33065.35
121261,38255.145
121262,38111.676
121263,704158.1
121264,43576.086
121265,5492.176
121266,102313.664
121267,192123.39
121268,52950.676
121269,48178.55
121270,18146.5
121271,85324.945
121272,59748.145
121273,34584.953
121274,13751.61
121275,23940.826
121276,73617.71
121277,123365.51
121278,104207.43
121279,23178.7
121280,54324.285
121281,31282.86
121282,221218.83
121283,64125.227
121284,294065.25
121285,33883.94
121286,66395.86
121287,39712.73
121288,42735.387
121289,32761.553
121290,119934.9
121291,242662.36
121292,134405.34
121293,542260.5
121294,44310.223
121295,92736.25
121296,60874.55
121297,35819.996
121298,75639.086
121299,98743.33
121300,31133.88
121301,8639.645
121302,35716.02
121303,143856.5
121304,61007.14
121305,304264.4
121306,85171.6
121307,85976.82
121308,32484.918
121309,28434.955
121310,44665.11
121311,446153.97
121312,23882.018
121313,61241.37
121314,11782.722
121315,49719.3
121316,59719.082
121317,6018.735
121318,16814.4
121319,7942.7075
121320,47479.64
121321,16460.895
121322,110728.09
121323,73589.07
121324,92165.74
121325,2176.78
121326,-680.2677
121327,60610.664
121328,20354.84
121329,171651.23
121330,38150.746
121331,252315.47
121332,219921.84
121333,63474.312
121334,25909.316
121335,126731.06
121336,103015.95
121337,55186.79
121338,269267.25
121339,48115.668
121340,28136.82
121341,159054.19
121342,167131.67
121343,57577.55
121344,99629.29
121345,620579.6
121346,28329.652
121347,107141.016
121348,1139466.6
121349,26342.828
121350,57197.766
121351,89802.16
121352,72012.35
121353,38726.73
121354,1405664.0
121355,12423.662
121356,95037.266
121357,72930.586
121358,71622.76
121359,43871.65
121360,48848.387
121361,147208.94
121362,30772.166
121363,103037.28
121364,225449.67
121365,27219.115
121366,420335.16
121367,48488.74
121368,52650.215
121369,148875.28
121370,34047.31
121371,80232.51
121372,238867.69
121373,34086.02
121374,103738.94
121375,368035.25
121376,191809.9
121377,343038.66
121378,83478.47
121379,189088.98
121380,19521.035
121381,38986.086
121382,22121.531
121383,28765.914
121384,392407.53
121385,152440.36
121386,39551.465
121387,13565.952
121388,26212.479
121389,80499.03
121390,194086.23
121391,78088.1
121392,31393.06
121393,41299.36
121394,26549.19
121395,-5827.5635
121396,19395.754
121397,30567.77
121398,100750.66
121399,106681.44
121400,214745.1
121401,389145.9
121402,41592.19
121403,15031.804
121404,64345.027
121405,206096.69
121406,52068.83
121407,73585.64
121408,159359.3
121409,71809.875
121410,24975.414
121411,638155.7
121412,151406.36
121413,87662.35
121414,301739.28
121415,13528.168
121416,147188.4
121417,10734.688
121418,50998.387
121419,4527.558
121420,19572.273
121421,105165.32
121422,152823.78
121423,99199.516
121424,86112.58
121425,438003.28
121426,47171.027
121427,205190.52
121428,160133.16
121429,22378.121
121430,143892.06
121431,64293.77
121432,27695.574
121433,7297.4883
121434,61854.59
121435,18590.977
121436,156772.11
121437,92802.164
121438,103090.28
121439,263499.12
121440,65442.62
121441,114572.66
121442,53811.707
121443,32300.021
121444,61623.883
121445,92264.945
121446,288765.4
121447,90291.516
121448,21474.521
121449,18977.186
121450,51798.74
121451,549008.7
121452,381099.28
121453,65148.94
121454,73363.46
121455,26776.95
121456,73814.336
121457,60389.312
121458,20233.04
121459,122706.516
121460,30807.264
121461,113283.54
121462,155831.83
121463,17395.28
121464,19142.53
121465,57493.7
121466,79675.766
121467,379797.9
121468,368673.53
121469,26727.064
121470,43256.06
121471,222229.88
121472,566128.56
121473,86474.98
121474,29356.54
121475,71797.64
121476,36075.26
121477,155804.27
121478,74567.13
121479,111072.62
121480,36622.38
121481,60838.43
121482,459572.2
121483,23534.832
121484,62280.02
121485,38220.926
121486,159738.52
121487,18897.861
121488,272716.9
121489,325974.6
121490,254204.27
121491,36457.105
121492,36993.453
121493,166342.1
121494,10279.738
121495,51842.89
121496,167420.83
121497,24707.818
121498,60676.92
121499,53754.586
121500,121971.516
121501,19320.13
121502,86448.18
121503,37642.723
121504,121620.61
121505,205176.56
121506,36756.1
121507,47607.945
121508,168624.92
121509,63867.746
121510,237616.53
121511,24893.31
121512,145519.08
121513,198267.14
121514,146917.67
121515,27364.11
121516,15429.884
121517,252466.16
121518,139526.78
121519,87161.92
121520,124019.2
121521,47401.336
121522,274268.75
121523,46929.723
121524,353450.75
121525,50370.46
121526,71632.44
121527,268242.16
121528,32580.986
121529,84850.91
121530,93925.91
121531,40713.355
121532,127887.43
121533,131078.58
121534,237417.28
121535,17569.113
121536,94060.16
121537,66775.95
121538,127938.836
121539,102502.89
121540,65411.29
121541,42591.684
121542,74666.25
121543,7715.0083
121544,48030.688
121545,127774.77
121546,477199.6
121547,21424.393
121548,63050.902
121549,30718.92
121550,36798.56
121551,30794.797
121552,55582.38
121553,36218.023
121554,103141.61
121555,33053.19
121556,39025.35
121557,248222.34
121558,38265.645
121559,27378.305
121560,50323.555
121561,43414.453
121562,20645.072
121563,4938.4224
121564,24529.814
121565,44199.676
121566,45421.066
121567,121231.03
121568,62572.15
121569,26863.89
121570,34242.668
121571,77993.04
121572,51959.043
121573,312723.47
121574,38467.004
121575,74808.52
121576,85920.29
121577,213775.22
121578,259586.75
121579,14460.872
121580,127757.5
121581,48806.848
121582,192602.4
121583,57826.96
121584,285436.5
121585,655488.9
121586,80948.21
121587,52258.69
121588,310467.16
121589,52194.89
121590,44591.387
121591,6843.503
121592,28624.393
121593,57310.387
121594,56779.49
121595,376277.1
121596,346561.34
121597,79599.375
121598,23200.322
121599,4021.5342
121600,130377.2
121601,148808.61
121602,54111.51
121603,33258.33
121604,37945.605
121605,5907.058
121606,177956.55
121607,158563.42
121608,18976.68
121609,263476.8
121610,30646.484
121611,32152.877
121612,35967.03
121613,150848.58
121614,71872.72
121615,115866.35
121616,4437.5234
121617,37670.387
121618,50690.402
121619,79557.15
121620,59343.42
121621,27570.104
121622,60643.5
121623,60659.645
121624,612496.1
121625,54605.973
121626,17022.225
121627,922201.8
121628,159420.14
121629,38905.71
121630,24261.775
121631,37978.52
121632,924692.3
121633,229688.86
121634,73603.17
121635,58578.52
121636,86903.1
121637,115813.08
121638,95990.93
121639,11098.491
121640,42858.125
121641,39405.848
121642,146405.56
121643,58194.387
121644,7547.674
121645,42860.145
121646,278478.9
121647,44630.617
121648,244196.89
121649,239672.19
121650,26571.64
121651,21679.516
121652,85990.09
121653,80930.234
121654,41064.152
121655,84345.1
121656,45434.426
121657,1367501.8
121658,110363.87
121659,58634.88
121660,221019.98
121661,59847.445
121662,275976.9
121663,148961.4
121664,48802.87
121665,181222.27
121666,182137.5
121667,191929.78
121668,184982.12
121669,62235.426
121670,11519.452
121671,67626.28
121672,96753.7
121673,96217.85
121674,157317.31
121675,170817.75
121676,29504.682
121677,203273.81
121678,11201.507
121679,47388.64
121680,27616.646
121681,27327.086
121682,11610.288
121683,45480.77
121684,94251.84
121685,86437.63
121686,25425.166
121687,564701.44
121688,202332.66
121689,25946.318
121690,15226.513
121691,126929.58
121692,49276.402
121693,10488.854
121694,67158.35
121695,25844.654
121696,47103.414
121697,88734.6
121698,142329.55
121699,120514.82
121700,69654.84
121701,195995.66
121702,111144.32
121703,16535.521
121704,47677.605
121705,288359.78
121706,52883.55
121707,588247.44
121708,41360.76
121709,131385.52
121710,53913.008
121711,46232.79
121712,177242.72
121713,49583.465
121714,12259.626
121715,66392.47
121716,59769.035
121717,25944.121
121718,27306.191
121719,62979.094
121720,39600.25
121721,462253.66
121722,221567.48
121723,41551.52
121724,125644.81
121725,23800.17
121726,16331.272
121727,351577.66
121728,92575.72
121729,44268.984
121730,34856.39
121731,49605.195
121732,26274.127
121733,30183.475
121734,103522.17
121735,365648.3
121736,107122.375
121737,21678.95
121738,11200.216
121739,187192.8
121740,8499.79
121741,202875.12
121742,209663.75
121743,48490.547
121744,32598.285
121745,52780.992
121746,96709.305
121747,128264.055
121748,42449.406
121749,46991.31
121750,50584.16
121751,38703.992
121752,26007.38
121753,112724.87
121754,5081.5337
121755,45747.887
121756,43980.03
121757,253276.03
121758,201885.31
121759,74267.74
121760,24429.04
121761,108772.695
121762,457453.88
121763,134348.25
121764,53886.766
121765,28124.68
121766,42002.992
121767,70248.37
121768,45342.707
121769,108973.125
121770,10717.91
121771,59479.152
121772,121115.68
121773,106521.35
121774,26316.957
121775,92075.05
121776,92785.05
121777,58309.3
121778,498528.03
121779,59133.188
121780,85136.164
121781,242151.33
121782,35267.68
121783,130126.625
121784,26579.143
121785,80449.266
121786,30384.74
121787,182727.89
121788,480828.22
121789,54552.363
121790,60609.527
121791,26956.975
121792,11798.041
121793,203397.78
121794,129458.91
121795,105117.63
121796,28985.023
121797,319956.9
121798,5893.075
121799,161441.47
121800,38009.668
121801,138073.55
121802,161672.16
121803,385134.56
121804,110283.375
121805,35034.227
121806,85686.43
121807,102758.38
121808,49446.52
121809,138507.66
121810,35135.523
121811,717091.44
121812,250003.6
121813,39489.01
121814,174707.16
121815,-743.928
121816,24703.994
121817,47767.08
121818,230961.61
121819,38669.133
121820,121794.266
121821,856366.94
121822,7351.937
121823,29802.646
121824,84865.36
121825,34702.316
121826,55641.746
121827,933.83777
121828,39705.08
121829,312229.5
121830,220470.14
121831,46566.03
121832,113791.3
121833,43275.16
121834,81563.33
121835,12702.703
121836,133054.83
121837,65653.945
121838,56180.344
121839,34269.926
121840,39877.977
121841,151212.77
121842,26954.326
121843,30653.21
121844,24784.48
121845,65104.35
121846,81252.72
121847,400703.94
121848,75073.65
121849,174575.11
121850,99708.555
121851,10994.249
121852,26445.877
121853,158916.64
121854,104080.33
121855,69517.28
121856,38215.86
121857,124767.32
121858,52636.316
121859,37694.637
121860,159514.6
121861,447344.22
121862,13468.89
121863,49790.215
121864,117752.35
121865,135352.3
121866,124459.53
121867,77720.43
121868,22421.57
121869,25449.344
121870,21514.084
121871,378797.7
121872,33105.75
121873,368389.94
121874,46495.496
121875,230899.47
121876,229666.61
121877,181460.84
121878,459881.7
121879,48544.348
121880,345381.1
121881,136116.45
121882,42233.64
121883,148160.53
121884,59487.773
121885,132676.08
121886,20346.912
121887,89241.82
121888,579832.94
121889,75155.59
121890,45693.996
121891,10136.94
121892,24795.953
121893,96504.13
121894,33975.496
121895,115460.07
121896,9071.519
121897,-533.0563
121898,12884.019
121899,32365.383
121900,416413.22
121901,128960.6
121902,291782.97
121903,51614.027
121904,62827.9
121905,41379.855
121906,29557.85
121907,483124.28
121908,110437.43
121909,281995.0
121910,15952.545
121911,70577.945
121912,68018.62
121913,325853.62
121914,47945.418
121915,41045.72
121916,224626.22
121917,57254.6
121918,46396.785
121919,253471.25
121920,103855.21
121921,490587.16
121922,73956.22
121923,9395.524
121924,27010.76
121925,35638.96
121926,66743.18
121927,38475.945
121928,46300.734
121929,50628.445
121930,74721.26
121931,213343.56
121932,321372.44
121933,34806.188
121934,193969.52
121935,34479.03
121936,23644.537
121937,56428.133
121938,43812.277
121939,121285.57
121940,32108.941
121941,22889.578
121942,169179.7
121943,115218.914
121944,100520.25
121945,63762.363
121946,62243.39
121947,279183.78
121948,32602.105
121949,58983.984
121950,77491.5
121951,25069.03
121952,185080.05
121953,23951.256
121954,68886.94
121955,38998.453
121956,61020.414
121957,325276.75
121958,59192.484
121959,91793.8
121960,28036.754
121961,68128.63
121962,30337.898
121963,7420.4272
121964,229080.73
121965,85282.31
121966,103701.84
121967,12086.599
121968,49407.582
121969,119780.586
121970,92738.664
121971,38228.082
121972,31450.04
121973,158725.75
121974,183480.69
121975,80845.1
121976,91750.77
121977,90546.21
121978,144434.73
121979,32052.332
121980,34485.145
121981,27533.09
121982,37398.723
121983,48968.02
121984,42450.562
121985,78121.195
121986,50811.414
121987,135522.33
121988,421705.84
121989,27480.299
121990,50533.95
121991,32093.709
121992,259818.16
121993,26229.965
121994,131165.7
121995,24025.506
121996,37419.754
121997,59619.945
121998,44134.445
121999,38447.273
122000,68729.35
122001,176933.23
122002,118386.24
122003,102453.63
122004,47845.887
122005,19623.492
122006,109250.12
122007,108999.39
122008,38172.527
122009,25314.986
122010,45387.96
122011,6358.389
122012,258481.66
122013,137139.39
122014,49421.266
122015,949439.7
122016,216872.47
122017,370992.72
122018,181875.45
122019,115386.35
122020,66542.74
122021,822698.25
122022,62609.08
122023,374563.62
122024,39203.125
122025,263765.0
122026,16676.676
122027,30254.492
122028,485671.5
122029,46351.88
122030,31983.672
122031,522979.97
122032,35623.598
122033,39234.957
122034,15659.0
122035,52968.73
122036,50201.83
122037,28171.709
122038,241260.61
122039,6813.027
122040,12758.423
122041,331722.16
122042,78784.586
122043,33506.676
122044,82363.79
122045,112488.24
122046,38190.95
122047,116884.555
122048,226927.78
122049,46392.504
122050,291291.94
122051,59757.43
122052,51711.125
122053,59414.348
122054,110363.16
122055,104090.56
122056,32132.07
122057,85695.11
122058,230174.77
122059,435210.72
122060,76736.09
122061,350390.34
122062,45040.953
122063,70942.64
122064,150492.64
122065,93953.7
122066,203183.48
122067,144924.94
122068,365735.56
122069,87232.016
122070,341976.53
122071,159175.42
122072,138105.31
122073,167599.6
122074,46540.53
122075,57216.98
122076,43729.953
122077,144966.9
122078,46974.906
122079,44704.38
122080,148254.23
122081,12630.895
122082,27976.145
122083,11828.876
122084,30065.725
122085,51936.48
122086,15584.352
122087,61253.605
122088,41018.887
122089,164227.47
122090,62012.395
122091,219207.03
122092,216896.94
122093,53515.36
122094,82208.14
122095,21212.076
122096,71574.84
122097,351862.56
122098,55471.25
122099,44716.867
122100,24042.486
122101,18254.186
122102,55347.406
122103,213946.77
122104,227320.52
122105,34674.95
122106,169245.28
122107,29800.525
122108,55835.727
122109,74587.42
122110,172309.98
122111,35284.176
122112,36328.406
122113,152847.86
122114,114116.32
122115,52678.31
122116,29175.191
122117,315174.6
122118,111818.2
122119,246748.75
122120,71323.43
122121,60335.613
122122,256238.55
122123,119206.73
122124,51736.133
122125,25078.97
122126,561818.0
122127,33715.496
122128,131675.5
122129,379150.38
122130,48412.684
122131,24255.486
122132,15855.198
